,ESR1,PGR,GATA3,FOXA1,MKI67,PCNA,TOP2A,CCND1,MYC,BRCA2,GATA3,MAP3K1,PIK3CA,AKT1,MTOR,KRT8,KRT18,KRT19,EPCAM,KRT5,KRT14,EGFR,COL1A1,COL3A1,ACTA2,FAP,VIM,CD3D,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,VEGFA,CA9
SPOT_08_29,15.0,15.0,13.0,8.0,2.0,7.0,2.0,10.0,7.0,10.0,8.0,7.0,4.0,6.0,9.0,8.0,47.0,11.0,30.0,0.0,1.0,4.0,1.0,18.0,6.0,8.0,46.0,11.0,1.0,9.0,9.0,7.0,8.0,9.0,6.0,13.0
SPOT_09_00,20.0,17.0,26.0,13.0,9.0,4.0,4.0,4.0,11.0,6.0,9.0,6.0,5.0,5.0,7.0,24.0,23.0,6.0,24.0,0.0,0.0,2.0,14.0,23.0,9.0,5.0,8.0,3.0,7.0,4.0,3.0,12.0,3.0,10.0,23.0,5.0
SPOT_09_01,10.0,27.0,23.0,18.0,23.0,8.0,5.0,7.0,11.0,4.0,18.0,3.0,36.0,26.0,7.0,10.0,29.0,8.0,12.0,0.0,0.0,2.0,14.0,8.0,5.0,6.0,13.0,6.0,6.0,3.0,2.0,16.0,1.0,5.0,7.0,9.0
SPOT_09_02,8.0,12.0,30.0,6.0,15.0,7.0,26.0,5.0,5.0,8.0,26.0,2.0,6.0,4.0,2.0,10.0,12.0,14.0,8.0,0.0,0.0,0.0,4.0,7.0,20.0,8.0,3.0,4.0,6.0,1.0,4.0,12.0,2.0,3.0,13.0,7.0
SPOT_09_03,86.0,7.0,33.0,17.0,9.0,21.0,11.0,70.0,18.0,13.0,39.0,23.0,96.0,29.0,10.0,8.0,18.0,16.0,52.0,3.0,5.0,1.0,1131.0,325.0,643.0,252.0,466.0,44.0,22.0,4.0,3.0,15.0,18.0,19.0,38.0,24.0
SPOT_09_04,36.0,10.0,56.0,111.0,10.0,35.0,17.0,34.0,27.0,11.0,76.0,9.0,46.0,17.0,35.0,20.0,17.0,119.0,107.0,3.0,4.0,2.0,311.0,495.0,244.0,256.0,237.0,5.0,20.0,7.0,33.0,8.0,7.0,31.0,23.0,59.0
SPOT_09_05,21.0,10.0,51.0,21.0,20.0,206.0,41.0,73.0,62.0,28.0,68.0,25.0,55.0,59.0,32.0,17.0,19.0,26.0,63.0,3.0,3.0,3.0,497.0,418.0,151.0,185.0,378.0,6.0,29.0,10.0,6.0,9.0,11.0,17.0,28.0,3.0
SPOT_09_06,8.0,16.0,30.0,98.0,25.0,10.0,7.0,40.0,34.0,9.0,49.0,21.0,15.0,10.0,36.0,30.0,17.0,116.0,111.0,5.0,0.0,2.0,413.0,534.0,336.0,395.0,322.0,28.0,27.0,22.0,7.0,61.0,11.0,37.0,12.0,66.0
SPOT_09_07,13.0,21.0,33.0,39.0,13.0,6.0,70.0,28.0,25.0,24.0,63.0,15.0,55.0,16.0,10.0,18.0,30.0,26.0,61.0,5.0,2.0,2.0,178.0,191.0,473.0,235.0,133.0,50.0,7.0,9.0,13.0,98.0,10.0,77.0,47.0,44.0
SPOT_09_08,202.0,171.0,128.0,147.0,143.0,54.0,205.0,113.0,35.0,55.0,92.0,50.0,54.0,204.0,29.0,86.0,86.0,166.0,91.0,5.0,10.0,14.0,36.0,76.0,56.0,129.0,157.0,82.0,31.0,16.0,14.0,16.0,83.0,51.0,108.0,71.0
SPOT_09_09,179.0,101.0,192.0,64.0,293.0,100.0,10.0,32.0,37.0,42.0,151.0,115.0,133.0,113.0,58.0,361.0,124.0,64.0,119.0,5.0,10.0,25.0,52.0,44.0,183.0,62.0,363.0,55.0,23.0,34.0,35.0,104.0,113.0,109.0,107.0,40.0
SPOT_09_10,117.0,200.0,141.0,97.0,40.0,38.0,38.0,126.0,57.0,61.0,167.0,32.0,219.0,199.0,99.0,135.0,161.0,104.0,60.0,9.0,15.0,7.0,126.0,34.0,220.0,121.0,201.0,50.0,77.0,72.0,24.0,64.0,41.0,65.0,152.0,90.0
SPOT_09_11,128.0,40.0,170.0,34.0,200.0,63.0,50.0,41.0,26.0,190.0,103.0,73.0,51.0,46.0,156.0,120.0,80.0,198.0,193.0,11.0,2.0,16.0,107.0,85.0,121.0,155.0,123.0,268.0,145.0,86.0,32.0,49.0,105.0,26.0,53.0,69.0
SPOT_09_12,48.0,50.0,323.0,102.0,92.0,22.0,40.0,143.0,30.0,25.0,146.0,49.0,76.0,69.0,129.0,192.0,180.0,163.0,273.0,8.0,4.0,10.0,143.0,39.0,132.0,231.0,194.0,90.0,62.0,34.0,13.0,32.0,23.0,24.0,67.0,135.0
SPOT_09_13,104.0,100.0,320.0,29.0,62.0,154.0,76.0,46.0,55.0,64.0,80.0,32.0,32.0,55.0,65.0,84.0,148.0,44.0,227.0,7.0,3.0,32.0,32.0,63.0,179.0,165.0,346.0,173.0,56.0,37.0,25.0,62.0,92.0,51.0,75.0,66.0
SPOT_09_14,203.0,61.0,134.0,328.0,50.0,68.0,34.0,158.0,11.0,49.0,204.0,68.0,52.0,26.0,20.0,327.0,65.0,139.0,130.0,7.0,11.0,11.0,397.0,196.0,181.0,38.0,381.0,44.0,117.0,159.0,38.0,23.0,12.0,92.0,269.0,63.0
SPOT_09_15,50.0,42.0,168.0,146.0,108.0,28.0,113.0,46.0,48.0,84.0,64.0,18.0,89.0,222.0,186.0,187.0,108.0,528.0,72.0,5.0,5.0,4.0,82.0,69.0,118.0,167.0,303.0,187.0,53.0,34.0,25.0,25.0,31.0,16.0,135.0,10.0
SPOT_09_16,74.0,108.0,75.0,129.0,76.0,440.0,24.0,78.0,53.0,41.0,234.0,34.0,110.0,50.0,33.0,181.0,375.0,200.0,288.0,10.0,9.0,6.0,300.0,61.0,113.0,97.0,171.0,55.0,32.0,71.0,15.0,35.0,98.0,36.0,180.0,77.0
SPOT_09_17,77.0,115.0,132.0,89.0,100.0,13.0,29.0,205.0,78.0,53.0,229.0,43.0,76.0,496.0,118.0,149.0,222.0,143.0,61.0,6.0,13.0,13.0,97.0,96.0,191.0,156.0,371.0,87.0,14.0,47.0,42.0,121.0,66.0,48.0,24.0,33.0
SPOT_09_18,192.0,152.0,137.0,84.0,75.0,30.0,40.0,91.0,194.0,54.0,244.0,21.0,58.0,60.0,24.0,374.0,141.0,129.0,114.0,26.0,3.0,31.0,149.0,71.0,64.0,104.0,133.0,66.0,58.0,46.0,22.0,85.0,48.0,73.0,54.0,39.0
SPOT_09_19,344.0,114.0,283.0,80.0,79.0,127.0,24.0,55.0,36.0,45.0,98.0,96.0,80.0,193.0,52.0,110.0,303.0,228.0,244.0,9.0,15.0,20.0,73.0,147.0,154.0,148.0,133.0,126.0,95.0,95.0,26.0,143.0,60.0,35.0,30.0,23.0
SPOT_09_20,192.0,411.0,136.0,184.0,57.0,86.0,37.0,259.0,84.0,50.0,187.0,25.0,141.0,28.0,90.0,603.0,235.0,110.0,220.0,5.0,7.0,17.0,27.0,65.0,101.0,49.0,462.0,54.0,45.0,64.0,11.0,127.0,64.0,31.0,153.0,69.0
SPOT_09_21,210.0,242.0,302.0,60.0,129.0,168.0,158.0,64.0,36.0,33.0,296.0,46.0,59.0,43.0,37.0,88.0,87.0,86.0,75.0,13.0,5.0,20.0,133.0,150.0,172.0,33.0,178.0,120.0,74.0,56.0,35.0,68.0,33.0,122.0,57.0,43.0
SPOT_09_22,113.0,82.0,87.0,50.0,56.0,83.0,92.0,101.0,119.0,83.0,201.0,43.0,155.0,210.0,113.0,151.0,238.0,93.0,83.0,7.0,16.0,6.0,73.0,96.0,1055.0,111.0,88.0,174.0,56.0,38.0,12.0,19.0,144.0,11.0,35.0,24.0
SPOT_09_23,18.0,8.0,71.0,92.0,126.0,27.0,33.0,81.0,15.0,27.0,141.0,69.0,48.0,13.0,15.0,31.0,109.0,29.0,184.0,1.0,3.0,4.0,69.0,125.0,61.0,19.0,18.0,244.0,132.0,118.0,157.0,365.0,180.0,71.0,71.0,59.0
SPOT_09_24,30.0,12.0,83.0,46.0,25.0,52.0,55.0,10.0,61.0,29.0,46.0,37.0,22.0,36.0,78.0,11.0,15.0,124.0,39.0,5.0,1.0,5.0,599.0,189.0,255.0,118.0,116.0,12.0,16.0,30.0,7.0,21.0,20.0,50.0,16.0,16.0
SPOT_09_25,5.0,15.0,83.0,19.0,18.0,23.0,25.0,14.0,37.0,7.0,16.0,30.0,27.0,78.0,15.0,21.0,20.0,14.0,35.0,4.0,1.0,1.0,502.0,475.0,746.0,316.0,757.0,54.0,18.0,27.0,2.0,19.0,12.0,25.0,17.0,17.0
SPOT_09_26,19.0,7.0,151.0,20.0,28.0,12.0,4.0,31.0,21.0,20.0,26.0,13.0,29.0,77.0,25.0,19.0,21.0,111.0,38.0,1.0,2.0,5.0,590.0,199.0,349.0,295.0,240.0,11.0,23.0,7.0,7.0,24.0,13.0,19.0,28.0,69.0
SPOT_09_27,45.0,22.0,25.0,19.0,27.0,8.0,35.0,53.0,11.0,69.0,86.0,18.0,27.0,9.0,21.0,15.0,88.0,73.0,49.0,3.0,2.0,9.0,43.0,26.0,17.0,59.0,26.0,190.0,80.0,903.0,158.0,204.0,273.0,47.0,97.0,14.0
SPOT_09_28,4.0,6.0,8.0,4.0,13.0,2.0,4.0,7.0,6.0,3.0,16.0,1.0,7.0,5.0,8.0,21.0,14.0,30.0,12.0,0.0,0.0,2.0,28.0,5.0,5.0,11.0,5.0,22.0,2.0,3.0,1.0,1.0,16.0,7.0,4.0,3.0
SPOT_09_29,20.0,10.0,22.0,18.0,17.0,3.0,9.0,8.0,7.0,1.0,10.0,10.0,32.0,29.0,21.0,25.0,16.0,11.0,14.0,0.0,0.0,1.0,13.0,17.0,2.0,2.0,6.0,2.0,7.0,2.0,3.0,21.0,9.0,20.0,31.0,36.0
SPOT_10_00,22.0,9.0,42.0,12.0,9.0,14.0,15.0,9.0,11.0,4.0,26.0,4.0,10.0,4.0,3.0,8.0,14.0,11.0,13.0,0.0,0.0,0.0,6.0,9.0,6.0,8.0,41.0,2.0,10.0,16.0,4.0,5.0,5.0,5.0,19.0,6.0
SPOT_10_01,26.0,15.0,9.0,21.0,20.0,1.0,9.0,6.0,2.0,3.0,7.0,1.0,11.0,10.0,11.0,16.0,26.0,5.0,3.0,1.0,0.0,1.0,10.0,11.0,1.0,8.0,8.0,9.0,2.0,5.0,8.0,5.0,2.0,10.0,5.0,2.0
SPOT_10_02,24.0,12.0,59.0,36.0,49.0,114.0,9.0,10.0,16.0,21.0,98.0,6.0,23.0,12.0,39.0,15.0,14.0,20.0,8.0,4.0,2.0,3.0,455.0,408.0,116.0,237.0,384.0,13.0,4.0,25.0,9.0,45.0,39.0,31.0,73.0,20.0
SPOT_10_03,34.0,17.0,164.0,17.0,24.0,24.0,20.0,19.0,85.0,22.0,81.0,18.0,53.0,48.0,10.0,14.0,341.0,68.0,72.0,5.0,2.0,2.0,126.0,35.0,46.0,38.0,12.0,98.0,84.0,285.0,120.0,602.0,272.0,15.0,14.0,21.0
SPOT_10_04,32.0,6.0,67.0,24.0,52.0,9.0,58.0,18.0,13.0,22.0,72.0,33.0,17.0,23.0,15.0,21.0,14.0,59.0,87.0,2.0,4.0,4.0,331.0,349.0,467.0,148.0,461.0,6.0,11.0,18.0,6.0,17.0,22.0,46.0,26.0,17.0
SPOT_10_05,16.0,22.0,99.0,58.0,8.0,23.0,20.0,14.0,13.0,11.0,131.0,42.0,28.0,27.0,6.0,12.0,39.0,53.0,51.0,4.0,2.0,2.0,207.0,303.0,353.0,703.0,374.0,23.0,17.0,25.0,7.0,22.0,44.0,21.0,25.0,13.0
SPOT_10_06,9.0,6.0,105.0,43.0,17.0,15.0,21.0,37.0,21.0,34.0,24.0,28.0,39.0,15.0,20.0,11.0,24.0,26.0,12.0,3.0,2.0,3.0,939.0,713.0,492.0,381.0,678.0,25.0,35.0,5.0,13.0,21.0,21.0,67.0,12.0,79.0
SPOT_10_07,67.0,321.0,80.0,58.0,129.0,19.0,50.0,53.0,40.0,102.0,344.0,28.0,42.0,36.0,286.0,93.0,335.0,96.0,49.0,10.0,4.0,14.0,77.0,115.0,122.0,43.0,250.0,86.0,69.0,110.0,18.0,44.0,23.0,19.0,212.0,107.0
SPOT_10_08,123.0,56.0,113.0,94.0,164.0,99.0,37.0,30.0,64.0,58.0,210.0,60.0,118.0,112.0,62.0,105.0,92.0,179.0,92.0,5.0,5.0,17.0,193.0,47.0,50.0,37.0,178.0,91.0,139.0,21.0,156.0,48.0,76.0,57.0,225.0,104.0
SPOT_10_09,215.0,96.0,67.0,23.0,41.0,316.0,84.0,57.0,72.0,64.0,313.0,29.0,63.0,28.0,33.0,66.0,515.0,78.0,58.0,5.0,7.0,8.0,74.0,112.0,362.0,138.0,98.0,52.0,164.0,58.0,23.0,50.0,69.0,52.0,208.0,31.0
SPOT_10_10,65.0,203.0,66.0,125.0,78.0,48.0,42.0,23.0,235.0,38.0,77.0,59.0,57.0,50.0,43.0,186.0,80.0,258.0,215.0,12.0,3.0,6.0,214.0,147.0,97.0,243.0,131.0,20.0,140.0,28.0,14.0,27.0,48.0,49.0,137.0,44.0
SPOT_10_11,98.0,155.0,216.0,61.0,23.0,30.0,34.0,50.0,77.0,79.0,143.0,52.0,41.0,120.0,30.0,178.0,161.0,180.0,71.0,8.0,4.0,62.0,46.0,147.0,265.0,239.0,203.0,37.0,188.0,148.0,42.0,89.0,76.0,115.0,49.0,48.0
SPOT_10_12,748.0,1040.0,354.0,333.0,44.0,38.0,30.0,70.0,91.0,49.0,1251.0,60.0,99.0,77.0,94.0,1013.0,325.0,1214.0,174.0,11.0,3.0,20.0,126.0,79.0,38.0,15.0,60.0,120.0,61.0,32.0,73.0,63.0,88.0,78.0,112.0,94.0
SPOT_10_13,572.0,159.0,184.0,110.0,194.0,464.0,109.0,174.0,369.0,42.0,337.0,46.0,142.0,62.0,37.0,229.0,236.0,283.0,113.0,13.0,7.0,41.0,187.0,89.0,44.0,41.0,143.0,121.0,51.0,168.0,42.0,100.0,40.0,89.0,56.0,51.0
SPOT_10_14,848.0,429.0,1743.0,184.0,82.0,58.0,44.0,257.0,72.0,39.0,805.0,59.0,268.0,85.0,233.0,310.0,553.0,532.0,143.0,12.0,6.0,17.0,203.0,132.0,176.0,26.0,74.0,82.0,43.0,23.0,22.0,58.0,72.0,93.0,33.0,76.0
SPOT_10_15,305.0,168.0,527.0,423.0,31.0,43.0,70.0,145.0,66.0,27.0,946.0,64.0,100.0,59.0,49.0,485.0,576.0,616.0,286.0,11.0,7.0,13.0,105.0,95.0,26.0,83.0,95.0,102.0,63.0,23.0,23.0,74.0,39.0,142.0,158.0,32.0
SPOT_10_16,342.0,128.0,417.0,103.0,72.0,62.0,41.0,48.0,42.0,37.0,858.0,50.0,108.0,66.0,88.0,598.0,497.0,762.0,358.0,7.0,8.0,6.0,130.0,53.0,77.0,70.0,184.0,35.0,74.0,44.0,63.0,21.0,92.0,86.0,106.0,157.0
SPOT_10_17,135.0,441.0,927.0,215.0,78.0,47.0,29.0,84.0,81.0,31.0,278.0,90.0,83.0,144.0,82.0,341.0,339.0,194.0,201.0,15.0,6.0,8.0,78.0,67.0,87.0,84.0,63.0,20.0,14.0,27.0,25.0,44.0,41.0,71.0,96.0,61.0
SPOT_10_18,115.0,126.0,312.0,164.0,660.0,664.0,138.0,683.0,237.0,78.0,384.0,46.0,124.0,151.0,116.0,133.0,101.0,101.0,97.0,7.0,4.0,6.0,37.0,133.0,100.0,236.0,73.0,23.0,28.0,45.0,66.0,69.0,55.0,36.0,78.0,34.0
SPOT_10_19,58.0,254.0,264.0,80.0,68.0,32.0,110.0,29.0,40.0,43.0,238.0,53.0,162.0,59.0,22.0,117.0,44.0,44.0,136.0,4.0,4.0,14.0,57.0,97.0,201.0,114.0,251.0,23.0,30.0,49.0,37.0,48.0,46.0,129.0,80.0,36.0
SPOT_10_20,235.0,50.0,208.0,47.0,64.0,22.0,28.0,54.0,26.0,21.0,133.0,64.0,90.0,117.0,103.0,186.0,117.0,57.0,141.0,6.0,6.0,13.0,144.0,115.0,265.0,115.0,200.0,63.0,120.0,78.0,18.0,53.0,102.0,90.0,91.0,95.0
SPOT_10_21,232.0,45.0,202.0,78.0,55.0,21.0,15.0,48.0,121.0,42.0,98.0,34.0,140.0,68.0,65.0,361.0,37.0,26.0,140.0,18.0,10.0,39.0,57.0,127.0,238.0,153.0,298.0,97.0,109.0,59.0,11.0,49.0,126.0,114.0,72.0,30.0
SPOT_10_22,75.0,67.0,278.0,144.0,136.0,123.0,23.0,139.0,38.0,115.0,229.0,31.0,151.0,26.0,143.0,183.0,276.0,144.0,335.0,8.0,11.0,16.0,78.0,133.0,125.0,58.0,109.0,170.0,55.0,50.0,41.0,26.0,40.0,59.0,42.0,23.0
SPOT_10_23,118.0,68.0,142.0,144.0,214.0,18.0,47.0,55.0,210.0,30.0,328.0,29.0,72.0,91.0,108.0,194.0,170.0,76.0,77.0,3.0,7.0,17.0,82.0,125.0,245.0,49.0,251.0,39.0,99.0,98.0,18.0,76.0,26.0,32.0,46.0,42.0
SPOT_10_24,29.0,9.0,58.0,76.0,16.0,4.0,14.0,22.0,64.0,10.0,91.0,12.0,70.0,24.0,41.0,19.0,5.0,55.0,78.0,3.0,3.0,6.0,415.0,422.0,222.0,189.0,1286.0,32.0,16.0,19.0,2.0,9.0,7.0,21.0,29.0,19.0
SPOT_10_25,8.0,10.0,75.0,53.0,38.0,15.0,6.0,26.0,38.0,59.0,66.0,5.0,14.0,34.0,22.0,22.0,82.0,68.0,64.0,3.0,1.0,4.0,65.0,36.0,21.0,25.0,47.0,102.0,157.0,69.0,259.0,147.0,147.0,86.0,30.0,17.0
SPOT_10_26,10.0,7.0,32.0,22.0,24.0,37.0,30.0,29.0,29.0,10.0,52.0,15.0,37.0,19.0,8.0,27.0,113.0,79.0,48.0,4.0,0.0,4.0,68.0,15.0,58.0,57.0,29.0,60.0,218.0,113.0,66.0,595.0,701.0,33.0,77.0,43.0
SPOT_10_27,27.0,7.0,24.0,55.0,22.0,79.0,11.0,20.0,27.0,15.0,45.0,8.0,23.0,129.0,13.0,25.0,18.0,123.0,70.0,4.0,0.0,1.0,1643.0,296.0,286.0,144.0,363.0,12.0,9.0,15.0,10.0,12.0,15.0,30.0,35.0,10.0
SPOT_10_28,33.0,34.0,27.0,36.0,11.0,25.0,51.0,48.0,54.0,32.0,34.0,31.0,51.0,28.0,24.0,55.0,17.0,69.0,50.0,0.0,3.0,10.0,1351.0,454.0,266.0,622.0,476.0,14.0,21.0,16.0,22.0,20.0,38.0,290.0,14.0,20.0
SPOT_10_29,7.0,16.0,21.0,13.0,7.0,2.0,5.0,43.0,11.0,6.0,37.0,10.0,3.0,32.0,7.0,16.0,10.0,20.0,31.0,1.0,0.0,0.0,9.0,21.0,17.0,9.0,9.0,2.0,3.0,6.0,2.0,4.0,3.0,9.0,26.0,5.0
SPOT_11_00,45.0,16.0,8.0,20.0,8.0,15.0,2.0,33.0,7.0,12.0,26.0,3.0,9.0,3.0,9.0,9.0,20.0,9.0,4.0,0.0,0.0,1.0,3.0,36.0,11.0,3.0,12.0,6.0,3.0,2.0,2.0,1.0,3.0,8.0,3.0,5.0
SPOT_11_01,11.0,5.0,30.0,7.0,8.0,5.0,2.0,10.0,10.0,2.0,4.0,7.0,4.0,7.0,4.0,2.0,14.0,29.0,35.0,0.0,1.0,5.0,34.0,2.0,12.0,2.0,19.0,4.0,10.0,5.0,1.0,21.0,7.0,8.0,6.0,1.0
SPOT_11_02,5.0,16.0,69.0,23.0,48.0,39.0,27.0,33.0,46.0,9.0,19.0,31.0,23.0,45.0,39.0,14.0,163.0,35.0,26.0,3.0,1.0,12.0,39.0,18.0,20.0,54.0,30.0,162.0,160.0,236.0,554.0,173.0,110.0,83.0,41.0,3.0
SPOT_11_03,12.0,8.0,36.0,14.0,31.0,25.0,20.0,51.0,34.0,26.0,132.0,15.0,23.0,42.0,7.0,11.0,15.0,12.0,52.0,4.0,1.0,5.0,758.0,178.0,482.0,353.0,233.0,13.0,3.0,10.0,10.0,28.0,19.0,17.0,82.0,55.0
SPOT_11_04,29.0,18.0,70.0,19.0,44.0,34.0,18.0,39.0,39.0,13.0,145.0,8.0,22.0,18.0,24.0,13.0,33.0,32.0,71.0,3.0,1.0,2.0,404.0,1156.0,172.0,347.0,151.0,48.0,12.0,11.0,18.0,43.0,7.0,90.0,15.0,21.0
SPOT_11_05,7.0,13.0,92.0,60.0,74.0,25.0,35.0,47.0,42.0,36.0,54.0,21.0,16.0,89.0,25.0,35.0,15.0,52.0,51.0,1.0,6.0,4.0,203.0,337.0,364.0,211.0,167.0,11.0,5.0,37.0,2.0,19.0,12.0,34.0,16.0,14.0
SPOT_11_06,104.0,160.0,226.0,90.0,85.0,128.0,12.0,55.0,62.0,47.0,148.0,60.0,82.0,57.0,66.0,177.0,119.0,143.0,57.0,7.0,5.0,11.0,43.0,95.0,148.0,335.0,141.0,88.0,137.0,210.0,83.0,85.0,66.0,46.0,40.0,26.0
SPOT_11_07,142.0,149.0,245.0,109.0,111.0,62.0,24.0,44.0,76.0,41.0,108.0,37.0,47.0,104.0,98.0,165.0,105.0,152.0,186.0,11.0,10.0,11.0,145.0,54.0,221.0,214.0,110.0,56.0,57.0,80.0,35.0,151.0,36.0,33.0,59.0,15.0
SPOT_11_08,59.0,74.0,196.0,142.0,86.0,42.0,102.0,28.0,63.0,70.0,104.0,38.0,63.0,81.0,51.0,116.0,109.0,137.0,80.0,8.0,37.0,16.0,102.0,42.0,208.0,198.0,247.0,166.0,65.0,47.0,58.0,52.0,37.0,101.0,45.0,62.0
SPOT_11_09,118.0,153.0,227.0,387.0,25.0,19.0,28.0,50.0,63.0,122.0,164.0,22.0,47.0,96.0,98.0,189.0,262.0,191.0,193.0,35.0,5.0,31.0,93.0,136.0,83.0,248.0,70.0,136.0,33.0,78.0,12.0,26.0,30.0,60.0,193.0,27.0
SPOT_11_10,241.0,56.0,136.0,95.0,41.0,35.0,26.0,105.0,46.0,24.0,134.0,29.0,71.0,54.0,73.0,78.0,169.0,276.0,86.0,6.0,12.0,12.0,80.0,109.0,657.0,267.0,297.0,164.0,76.0,36.0,21.0,67.0,40.0,37.0,230.0,58.0
SPOT_11_11,275.0,238.0,415.0,350.0,41.0,119.0,11.0,91.0,33.0,63.0,425.0,81.0,119.0,43.0,134.0,997.0,1523.0,571.0,728.0,15.0,9.0,22.0,155.0,166.0,27.0,38.0,112.0,67.0,7.0,76.0,42.0,76.0,33.0,144.0,108.0,84.0
SPOT_11_12,478.0,283.0,301.0,485.0,71.0,80.0,84.0,67.0,43.0,34.0,263.0,100.0,61.0,64.0,43.0,510.0,214.0,248.0,350.0,7.0,4.0,13.0,148.0,85.0,71.0,156.0,109.0,24.0,61.0,32.0,21.0,68.0,63.0,110.0,32.0,25.0
SPOT_11_13,477.0,1364.0,251.0,843.0,41.0,70.0,58.0,60.0,74.0,29.0,363.0,88.0,78.0,95.0,63.0,693.0,1023.0,341.0,207.0,11.0,3.0,45.0,124.0,80.0,80.0,75.0,101.0,27.0,51.0,79.0,57.0,122.0,100.0,86.0,54.0,52.0
SPOT_11_14,197.0,103.0,424.0,68.0,221.0,308.0,290.0,86.0,168.0,98.0,138.0,164.0,136.0,115.0,47.0,485.0,91.0,145.0,242.0,7.0,9.0,14.0,201.0,26.0,77.0,42.0,86.0,42.0,47.0,117.0,77.0,84.0,24.0,17.0,113.0,97.0
SPOT_11_15,713.0,419.0,1415.0,425.0,56.0,48.0,76.0,95.0,142.0,55.0,525.0,25.0,101.0,46.0,61.0,403.0,661.0,198.0,715.0,17.0,7.0,13.0,86.0,154.0,259.0,41.0,63.0,36.0,67.0,73.0,51.0,17.0,88.0,30.0,108.0,35.0
SPOT_11_16,1135.0,331.0,255.0,346.0,155.0,119.0,19.0,92.0,42.0,42.0,241.0,107.0,102.0,105.0,68.0,356.0,362.0,255.0,910.0,8.0,11.0,21.0,82.0,63.0,337.0,93.0,79.0,20.0,22.0,21.0,12.0,62.0,38.0,89.0,76.0,94.0
SPOT_11_17,409.0,259.0,587.0,295.0,124.0,55.0,44.0,51.0,29.0,24.0,684.0,10.0,176.0,23.0,58.0,1069.0,481.0,588.0,332.0,4.0,10.0,20.0,70.0,49.0,88.0,140.0,141.0,32.0,40.0,32.0,67.0,23.0,79.0,140.0,245.0,20.0
SPOT_11_18,460.0,359.0,131.0,25.0,1484.0,147.0,207.0,303.0,284.0,58.0,245.0,36.0,60.0,93.0,116.0,259.0,154.0,82.0,53.0,12.0,11.0,5.0,364.0,118.0,96.0,20.0,118.0,92.0,13.0,133.0,37.0,13.0,81.0,96.0,55.0,22.0
SPOT_11_19,104.0,285.0,268.0,107.0,241.0,280.0,115.0,478.0,695.0,38.0,133.0,64.0,21.0,126.0,153.0,298.0,177.0,227.0,134.0,6.0,9.0,3.0,68.0,163.0,124.0,41.0,53.0,78.0,72.0,79.0,37.0,41.0,72.0,81.0,69.0,25.0
SPOT_11_20,177.0,78.0,132.0,47.0,52.0,29.0,180.0,24.0,53.0,99.0,115.0,34.0,66.0,134.0,16.0,204.0,215.0,162.0,190.0,11.0,9.0,9.0,55.0,170.0,237.0,136.0,108.0,321.0,34.0,56.0,21.0,64.0,75.0,42.0,125.0,56.0
SPOT_11_21,92.0,84.0,271.0,148.0,60.0,32.0,41.0,245.0,59.0,43.0,62.0,31.0,278.0,53.0,28.0,224.0,115.0,371.0,275.0,12.0,8.0,9.0,105.0,70.0,271.0,326.0,282.0,25.0,63.0,51.0,48.0,102.0,129.0,126.0,33.0,72.0
SPOT_11_22,66.0,101.0,184.0,109.0,92.0,77.0,78.0,32.0,48.0,19.0,89.0,35.0,92.0,88.0,46.0,130.0,158.0,56.0,44.0,5.0,3.0,13.0,77.0,92.0,221.0,206.0,116.0,51.0,184.0,175.0,60.0,18.0,33.0,189.0,105.0,24.0
SPOT_11_23,105.0,92.0,179.0,164.0,113.0,71.0,44.0,31.0,55.0,20.0,174.0,23.0,89.0,56.0,28.0,130.0,209.0,188.0,217.0,3.0,8.0,11.0,65.0,59.0,85.0,434.0,777.0,20.0,63.0,178.0,35.0,28.0,17.0,105.0,57.0,23.0
SPOT_11_24,67.0,180.0,299.0,121.0,225.0,106.0,12.0,68.0,65.0,123.0,253.0,35.0,38.0,105.0,119.0,149.0,235.0,91.0,133.0,8.0,8.0,22.0,89.0,195.0,59.0,93.0,174.0,131.0,152.0,69.0,36.0,30.0,35.0,75.0,41.0,17.0
SPOT_11_25,12.0,12.0,45.0,50.0,25.0,10.0,18.0,22.0,53.0,37.0,88.0,14.0,88.0,31.0,27.0,18.0,12.0,31.0,118.0,4.0,2.0,2.0,358.0,309.0,258.0,225.0,224.0,31.0,10.0,19.0,5.0,13.0,18.0,18.0,34.0,19.0
SPOT_11_26,27.0,14.0,42.0,26.0,13.0,6.0,25.0,46.0,44.0,18.0,28.0,12.0,135.0,26.0,21.0,14.0,6.0,29.0,68.0,2.0,2.0,6.0,391.0,462.0,478.0,207.0,157.0,28.0,10.0,22.0,6.0,34.0,42.0,39.0,33.0,11.0
SPOT_11_27,12.0,10.0,117.0,19.0,14.0,13.0,14.0,86.0,15.0,11.0,39.0,23.0,49.0,21.0,17.0,19.0,16.0,49.0,64.0,2.0,1.0,6.0,517.0,1426.0,82.0,448.0,212.0,6.0,15.0,31.0,29.0,14.0,44.0,25.0,13.0,15.0
SPOT_11_28,19.0,21.0,38.0,19.0,41.0,21.0,6.0,21.0,18.0,29.0,91.0,28.0,341.0,9.0,31.0,47.0,49.0,188.0,23.0,5.0,2.0,14.0,50.0,41.0,43.0,15.0,25.0,144.0,210.0,78.0,207.0,429.0,96.0,38.0,204.0,33.0
